message,target
female empowerment ,0
can argue that the debate it joins is a necessary and timely one ,0
"this might not seem like the proper cup of tea , ",0
"he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating ",0
", he 's a charismatic charmer likely to seduce and conquer . ",0
"tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality . ",0
good documentarian ,0
his sentimental journey ,0
"throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` look at this ! ",0
just plain crap ,0
"the film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story . ",0
a fast-moving and cheerfully simplistic ,0
"tired , unnecessary retread ",0
that the movie has virtually nothing to show ,0
more ambivalent set ,0
bears ... should keep parents amused with its low groan-to-guffaw ratio . ,0
its visual delights ,0
the film 's final hour ,0
were a person ,0
can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion ' ,0
whitemon waiting for ur new songs with aki   ,0
"loses himself to the film 's circular structure to ever offer any insightful discourse on , well , love in the time of money . ",0
the predictability ,0
an intriguing story of maternal instincts and misguided acts of affection ,0
"no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us ",0
is a refreshingly forthright one ,0
swedish fatalism using gary larson 's far side humor ,0
predisposed to the movie 's rude and crude humor ,0
a cinematic corpse ,0
unmotivated ,0
i always love that everygame i play against a   stack and have to put up with   russian retards,2
depressingly thin and ,0
illness ,0
of fun for all ,0
riveting profile ,0
high crimes carries almost no organic intrigue as a government / marine/legal mystery ,0
sometimes exceptional film ,0
"rushed , slapdash ",0
of sympathizing with terrorist motivations by presenting the `` other side of the story ,0
bogged down by an overly sillified plot and stop-and-start pacing . ,0
for a painful ride ,0
pure ,0
"loose , poorly structured ",0
gentle and biting ,0
"cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you . ",0
of dishonesty ,0
is a bomb ,0
a memorable directorial debut ,0
"the tale -- like its central figure , vivi -- is just a little bit hard to love . ",0
"there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see . ",0
mostly undeterminable ,0
from firing on all cylinders ,0
never ,0
has worked wonders with the material . ,0
painful improbability ,0
it 's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it . ,0
due to its rapid-fire delivery and ,0
", brilliant and macabre ",0
find ourselves surprised at how much we care about the story ,0
", virulently unpleasant excuse ",0
"a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna ",0
clueless ,0
brilliantly ,0
", she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions . ",0
's difficult to shrug off the annoyance of that chatty fish ,0
to keep it from being maudlin ,0
"never coughed , fidgeted or romped up and down the aisles for bathroom breaks ",0
of a travesty of a transvestite comedy ,0
the visual wit ,0
disastrous ending ,0
a skyscraper ,0
fresh good looks and ,0
this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity . ,0
cheap cliché ,0
heartfelt romance ,0
wendigo wants to be a monster movie for the art-house crowd ,0
this overproduced piece of dreck ,0
with lots of somber blues and pinks ,0
of flat champagne ,0
it 's great cinematic polemic ,0
the touch ,0
to finally revel in its splendor ,0
torments and angst ,0
depress you about life itself ,0
"that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics ",0
annoying score ,0
simply radiates star-power potential in this remarkable and memorable film . ,0
's self-defeatingly decorous ,0
"spinning a web of dazzling entertainment may be overstating it , but ",0
brings this unknown slice of history affectingly to life ,0
that tries too hard to be emotional ,0
for industrial-model meat freezers ,0
no reason to watch ,0
fuck this trashg shit,2
gg this underlord pussy,2
fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation ,0
a bitter taste ,0
has thrown every suspenseful cliché in the book at this nonsensical story . ,0
"the plot has a number of holes , ",0
"is the last thing any of these three actresses , nor their characters , deserve . ",0
will probably have a reasonably good time with the salton sea . ,0
quirkily appealing minor movie ,0
arduous ,0
a wild ride that relies on more than special effects ,0
"perceptive , good-natured ",0
"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile ",0
sassy interpretation ,0
this gutter romancer 's ,0
feel genuinely good ,0
"none of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ? ",0
how can you charge money for this ? ' ,0
that stretches the running time about 10 minutes ,0
"'s back in form , ",0
"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated . ",0
dont play with flowers if you want to get your arse tickled,0
you 've already seen city by the sea under a variety of titles ,0
"jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier . ",0
"particularly balk , who 's finally been given a part worthy of her considerable talents ",0
case zero . ,0
"this is a gorgeous film - vivid with color , music and life . ",0
"terror by suggestion , rather than the overuse of special effects ",0
brilliant in this ,0
brazenly misguided project ,0
with a creepy and dead-on performance ,0
a film neither bitter nor sweet ,0
"evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes ",0
a delicious and delicately funny look ,0
"medem may have disrobed most of the cast , leaving their bodies exposed , but the plot remains as guarded as a virgin with a chastity belt . ",0
remarkable because it ,0
insanely hilarious ! ,0
2002 's first great film ,0
bouncy score ,0
"beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . ",0
a plot cobbled together from largely flat and uncreative moments ,0
"the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all ",0
"engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , ",0
but it 's great cinematic polemic ,0
earnest emotional core ,0
become wearisome ,0
no-surprise series ,0
"alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life ",0
excruciatingly tedious ,0
it is a remarkably original work . ,0
"sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen ",0
is n't just ,0
the funniest motion ,0
"an important , original talent in international cinema ",0
come close to the level of intelligence and visual splendor that can be seen in other films ,0
"pride themselves on sophisticated , discerning taste ",0
"that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times ",0
the pathetic idea ,0
the books are better ,0
a vastly improved germanic version of my big fat greek wedding ,0
were any more of a turkey ,0
are presented in convincing way ,0
of the theater feeling ,0
leaving the theater with a smile on your face ,0
dont rat man its so loserish,0
spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed . ,0
hollywood movie ,0
surrender $ 9 ,0
puzzle his most ardent fans ,0
recycles every cliché about gays in what is essentially an extended soap opera ,0
beautifully directed and convincingly acted . ,0
"sexy , funny and touching ",0
millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry . ,0
"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . ",0
very top rank ,0
it rarely stoops to cheap manipulation or corny conventions to do it ,0
unadulterated thrills or genuine laughs ,0
much imagination ,0
theories ,0
", energetic and smart ",0
kids = misery ,0
's no other reason why anyone should bother remembering it ,0
"tense , terrific , sweaty-palmed fun . ",0
fell apart ,0
slick and manufactured to claim street credibility . ,0
the demons of his own fear and paranoia ,0
constricted ,0
lousy one ,0
also has many of the things that made the first one charming . ,0
", often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story ",0
touching melodrama ,0
is silly but strangely believable . ,0
sincere ,0
"as long on the irrelevant as on the engaging , which gradually turns what time is it there ? ",0
unimaginatively foul-mouthed ,0
a fascinating documentary ,0
work better ,0
salient points ,0
elegant and sly deadpan ,0
"the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble ",0
of self-discovery handled with such sensitivity ,0
an intriguing story of maternal instincts ,0
emphasizing the disappointingly generic nature of the entire effort ,0
omg what a fucker,1
", it 's not half-bad . ",0
at the ridiculous dialog or the oh-so convenient plot twists ,0
"that its dying , in this shower of black-and-white psychedelia , is quite beautiful ",0
impenetrable and ,0
is gorgeously ,0
"may take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours . ",0
you pick me you arldy win this game,0
masterpiece . ,0
religion that dares to question an ancient faith ,0
excels in spectacle and pacing ,0
"determined , ennui-hobbled ",0
", though goofy and lurid , ",0
heavy on the atmospheric weirdness ,0
"is amazing , yes ",0
surely read the catcher in the rye but clearly suffers from dyslexia ,0
none of the happily-ever ,0
"with an intimate feeling , a saga of the ups and downs of friendships ",0
runs on the pure adrenalin of pacino 's performance . ,0
told with sharp ears and eyes ,0
pure venality ,0
when they see the joy the characters take in this creed ,0
", this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot . ",0
green is talking shit yall,1
the thrills pop up frequently ,0
to narrative filmmaking with a visually masterful work of quiet power ,0
would probably be duking it out with the queen of the damned for the honor . ,0
"shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers ",0
nearly flickering out by its perfunctory conclusion ,0
"that secret ballot is a comedy , both gentle and biting ",0
absolute dog shit toxic,2
"no way original , or even ",0
"grant is certainly amusing , ",0
box office money that makes michael jordan jealous ,0
"with their super-powers , their super-simple animation and their super-dooper-adorability intact ",0
's thanks to huston 's revelatory performance . ,0
( tries ) to parody a genre that 's already a joke in the united states . ,0
you should be able to find better entertainment . ,0
fuelled devito 's early work ,0
good actors ,0
"a wacky , screwball comedy ",0
that just does n't work ,0
let-down ,0
runs on the pure adrenalin ,0
"with star power , a pop-induced score ",0
"is fun , and host to some truly excellent sequences . ",0
ultimately purposeless ,0
"if it 's unnerving suspense you 're after -- you 'll find it with ring , an indisputably spooky film ; with a screenplay to die for . ",0
have to check your brain at the door ,0
"as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world . ",0
tediously ,0
whip it out,0
"with terrific computer graphics , inventive action sequences and a droll sense of humor ",0
"is serene , the humor wry and sprightly . ",0
with its excellent use of new york locales and sharp writing ,0
"is hilariously , gloriously alive , and quite often hotter than georgia asphalt . ",0
f off virgin,2
"the plot has a number of holes , and ",0
"staged like `` rosemary 's baby , '' but is not as well-conceived as either of those films ",0
as crisp and ,0
"go around , with music and laughter ",0
"going at a rapid pace , occasionally ",0
to films which will cause loads of irreparable damage that years and years of costly analysis could never fix ,0
the endlessly challenging maze of moviegoing ,0
"speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates ",0
", secret ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain . ",0
mattei 's underdeveloped effort ,0
"a severe case of oversimplification , superficiality and silliness ",0
hawn and sarandon form an acting bond that makes the banger sisters a fascinating character study with laughs to spare . ,0
brainless ,0
"where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment . ",0
that the film opens with maggots crawling on a dead dog ,0
too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff ,0
that in a good way ,0
that chirpy songbird britney spears has popped up with more mindless drivel . ,0
"trouble every day is a success in some sense , but it 's hard to like a film so cold and dead ",0
light nor magical enough to bring off this kind of whimsy ,0
grittily beautiful film ,0
sharply comic and ,0
created a monster but did n't know how to handle it ,0
"rife with the rueful , wry humor springing out of yiddish culture and language ",0
i found myself howling more than cringing ,0
"recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak ",0
this film 's impressive performances and ,0
red dragon rates as an exceptional thriller . ,0
phenomenon ,0
"sanctimonious , self-righteous and ",0
"a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film is less successful on other levels . ",0
the chops of a smart-aleck film school brat and the imagination of a big kid ,0
the mill sci-fi film with a flimsy ending and lots of hype ,0
the always hilarious meara and levy ,0
"the music makes a nice album , the food is enticing and italy beckons us all ",0
romp pile ,0
insistent and repetitive ,0
largely flat and uncreative ,0
the best the contest received ,0
unlike ,0
radiates star-power potential in this remarkable and memorable film . ,0
applies more detail to the film 's music than to the story line ,0
"a sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set ",0
even more important ,0
an out of place metaphor ,0
full of deep feeling ,0
appear avant-garde ,0
it ends up falling short as a whole ,0
its success on a patient viewer ,0
tell you how tedious ,0
", the film does hold up pretty well . ",0
"alternately melancholic , hopeful ",0
inept and ,0
"is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes ",0
"no more racist portraits of indians , for instance ) ",0
creates images even more haunting than those in mr. spielberg 's 1993 classic ,0
to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers ,0
"'s burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown . ",0
very depressing movie ,0
rather unbelievable ,0
inspired dialogue bits ,0
"the comic elements of the premise , making the proceedings more bizarre than actually amusing ",0
is its low-key way of tackling what seems like done-to-death material ,0
because it overstays its natural running time ,0
the crassness of this reactionary thriller is matched only by the ridiculousness of its premise . ,0
20th anniversary edition ,0
crippled by poor casting . ,0
"constantly touching , surprisingly funny ",0
"( a ) thoughtful , visually graceful ",0
"has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare . ",0
extremely funny ,0
of adolescent violence ,0
"if this sappy script was the best the contest received , those rejected must have been astronomically bad . ",0
downright comically evil ,0
into an emotionally satisfying exploration of the very human need ,0
"blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves . ",0
thrives on its taut performances and creepy atmosphere ,0
and we do n't avert our eyes for a moment . ,0
a deeply felt and vividly detailed story about newcomers in a strange new world . ,0
to leave this loser ,0
action-packed an experience as a ringside seat at a tough-man contest ,0
adaptation is simply brilliant . ,0
attempts to fuse at least three dull plots into one good one ,0
the film is a verbal duel between two gifted performers . ,0
family film sequel ,0
"will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious . ",0
a powerful 1957 drama we 've somehow never seen before ,0
they see the joy the characters take in this creed ,0
one of the best movies of the year . ,0
too crude to serve the work especially well ,0
my wife is an actress works as well as it does because ( the leads ) are such a companionable couple . ,0
"set out to lampoon , anyway ",0
a quiet family drama with a little bit of romance and a dose of darkness . ,0
"masquerade ball where normally good actors , even kingsley , are made to look bad ",0
"the film is , at its core , deeply pessimistic or quietly hopeful ",0
versace ,0
"it 's like rocky and bullwinkle on speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness ",0
feels strangely hollow at its emotional core . ,0
rough edges ,0
felt performances across the board . ,0
"mystery and a ravishing , baroque beauty ",0
believe anyone would really buy this stuff ,0
"a summer entertainment adults can see without feeling embarrassed , but it could have been more . ",0
action laudable ,0
a refreshing and comical spin ,0
uncertain ,0
the fact that virtually no one is bound to show up at theaters for it ,0
a solid and refined piece of moviemaking ,0
savage full-bodied wit ,0
badly edited ,0
alienating most ,0
smug ,0
an esteemed writer-actor ,0
"illuminating an era of theatrical comedy that , while past , ",0
oddly compelling . ,0
than this facetious smirk of a movie ,0
the tone for a summer of good stuff ,0
wiggling energy ,0
"with honesty , insight and humor ",0
"funny , twisted , brilliant and macabre ",0
the saddest action hero performances ever witnessed ,0
surprisingly charming and even witty ,0
an amazing breakthrough ,0
the intrigue of academic skullduggery and politics ,0
a cesspool ,0
to whether you 've seen pornography or documentary ,0
"does n't deliver a great story , nor is the action as gripping as in past seagal films . ",0
"hoffman waits too long to turn his movie in an unexpected direction , and ",0
is visually ravishing ,0
"soderbergh 's best films , `` erin brockovich , '' ",0
darling ,0
porno ,0
the histrionic muse ,0
compelling enough ,0
notwithstanding some of the writers ' sporadic dips ,0
have made it an exhilarating ,0
no real narrative logic ,0
bracingly truthful antidote ,0
"perceptive , taut , piercing and feisty ",0
while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) ,0
its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work . ,0
the plot 's contrivances are uncomfortably strained . ,0
is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously . ,0
actually pulling it off ,0
clichéd to a fault ,0
you 're looking for an intelligent movie in which you can release your pent up anger ,0
is a filmmaker of impressive talent ,0
of being a bit undisciplined ,0
"all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . ",0
is even lazier and far less enjoyable . ,0
", like i already mentioned ... it 's robert duvall ! ",0
classy ,0
'll enjoy this movie . ,0
"despite its rough edges and a tendency to sag in certain places , is wry and engrossing . ",0
that never quite equals the sum of its pretensions . ,0
self-caricature ,0
concocted ,0
uncinematic but ,0
"kwan is a master of shadow , quietude , and room noise , and ",0
technically sumptuous but ,0
those prone to indignation need not apply ; ,0
is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny ,0
goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it ,0
brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing . ,0
feel alive - ,0
unendurable ,0
'' will leave you wanting to abandon the theater . ,0
will talk about for hours . ,0
"fans will undoubtedly enjoy it , ",0
a visionary ,0
"dancing , singing , and unforgettable characters ",0
"conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects ",0
inimitable scenes ,0
from laughing at the ridiculous dialog or the oh-so convenient plot twists ,0
a nasty aftertaste but little clear memory of its operational mechanics ,0
steven spielberg has dreamed up such blatant and sickening product placement in a movie . ,0
", the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss . ",0
the film is way too full of itself ,0
underrated professionals ,0
"the movie is too heady for children , and too preachy for adults . ",0
the superficially written characters ramble ,0
both exuberantly ,0
pulled from a tear-stained vintage shirley temple script ,0
wayward wooden one ,0
"kwan is a master of shadow , quietude , and room noise , ",0
landing squarely on `` stupid '' ,0
it might just be the movie you 're looking for . ,0
"a burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at ",0
tired of going where no man has gone before ,0
to seek and strike just the right tone ,0
a very good time ,0
showing us well-thought stunts or a car chase ,0
's film ' in the worst sense of the expression ,0
barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull . ,0
as an eloquent memorial ,0
of the idealistic kid who chooses to champion his ultimately losing cause ,0
clown carry ,2
"the evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear ",0
"some kid who ca n't act , only echoes of jordan , and weirdo actor crispin glover screwing things up old school ",0
that affirms the nourishing aspects of love and companionship ,0
an engaging and exciting narrative of man confronting the demons of his own fear and paranoia ,0
hardly a film that comes along every day . ,0
the far superior film ,0
truly excellent sequences ,0
"the production has been made with an enormous amount of affection , so we believe these characters love each other . ",0
has so many flaws it would be easy for critics to shred it ,0
ca n't really be called animation ,0
has something to say ,0
intelligently ,0
"that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself ",0
a good yarn -- ,0
"pointed , often tender , ",0
"a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism ",0
amazingly dopey . ,0
too many films ,0
will find that the road to perdition leads to a satisfying destination . ,0
"begins with promise , ",0
"an appalling , ",0
"of five blind , crippled , amish people alive in this situation ",0
"there are no special effects , and no hollywood endings . ",0
leavened by a charm that 's conspicuously missing from the girls ' big-screen blowout ,0
"shot on digital video , whose tiny camera enables shafer to navigate spaces both large ... and small ... with considerable aplomb ",0
an ` a ' list cast and some strong supporting players ,0
"when the right movie comes along , especially if it begins with the name of star wars ",0
piano ,0
that should be used to burn every print of the film ,0
never inspires more than an interested detachment . ,0
poetry in motion ,0
a glorious spectacle like those d.w. griffith made in the early days of silent film ,0
place for a great film noir ,0
hell-bent ,0
which they have been patiently waiting for ,0
a story that 's shapeless and uninflected ,0
a retread story ,0
"( it 's ) what punk rock music used to be , and ",0
refreshingly clear ,0
: stallion of the cimarron is a winner . ,0
", whimsical feature ",0
in its own simplicity ,0
heart-felt ,0
a wonderfully creepy mood ,0
lucky break is ( cattaneo ) sophomore slump . ,0
wanting more ,0
are well done and perfectly ,0
"seems just as expectant of an adoring , wide-smiling reception . ",0
skip the film ,0
with fewer gags to break the tedium ,0
"would be great to see this turd squashed under a truck , preferably a semi ",0
lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay ,0
"e.t. works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet . ",0
"sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it . ",0
feel-good territory ,0
lifeless execution ,0
two star script ,0
"but the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes . ",0
what 's invigorating about it is that it does n't give a damn . ,0
cliched to hardened indie-heads ,0
miraculous as its dreamworks makers ,0
exceeds expectations ,0
"suffers a severe case of oversimplification , superficiality and silliness . ",0
"the evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear . ",0
a filmmaker of impressive talent ,0
of obnoxious ,0
campanella 's competent direction and his excellent cast ,0
the solid filmmaking and convincing characters makes this a high water mark for this genre . ,0
the success ,0
works on no level whatsoever for me . ,0
like high crimes flog the dead horse of surprise as if it were an obligation ,0
an amazing slapstick ,0
"inspiring , ",0
fires on all plasma conduits ,0
a delicately crafted film ,0
a hokey piece of nonsense ,0
is simply not enough of interest onscreen ,0
"this well-meaning , beautifully produced film ",0
thriller with enough unexpected twists ,0
dull girl ,0
it seems so real because it does not attempt to filter out the complexity ,0
a promise nor a threat so much as wishful thinking ,0
of our best actors ,0
", this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end . ",0
moldering pile ,0
"the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth ",0
"the subtitled costume drama is set in a remote african empire before cell phones , guns , and the internal combustion engine , but the politics that thump through it are as timely as tomorrow . ",0
", eloquence , spiritual challenge ",0
respects the material without sentimentalizing it ,0
"feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark ",0
muslim son of whore like u ,2
there 's always these rehashes to feed to the younger generations ,0
of the highest and the performances ,0
blazingly alive and admirable on many levels ,0
bold choices ,0
is virtually unwatchable . ,0
the problem with all of this ,0
so believable that you feel what they feel ,0
too polite to scale the lunatic heights of joe dante 's similarly styled gremlins ,0
might be distracted by the movie 's quick movements and ,0
"to watch huppert scheming , with her small , intelligent eyes as steady as any noir villain , and ",0
turns very dark and very funny ,0
a better movie experience ,0
postcard perfect ,0
that assumes you are n't very bright ,0
's real visual charge to the filmmaking ,0
lovely ,0
for a story ,0
magical enough ,0
are served with a hack script ,0
invited to the party ,0
are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy . ,0
", clumsily staged violence overshadows everything , including most of the actors . ",0
very handsomely produced let-down ,0
"spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion ",0
"too fancy , not too filling ",0
"cheesy backdrops , ",0
the long and eventful spiritual journey of the guru who helped ,0
defiantly and delightfully against the grain ,0
"the characters , cast in impossibly contrived situations ",0
", this does not really make the case the kissinger should be tried as a war criminal . ",0
that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style ,0
the talented cast generally ,0
effectively chilling ,0
"it falls far short of poetry , but it 's not bad prose . ",0
"of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes ",0
lovefest ,0
"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene 's prose , and it 's there on the screen in their version of the quiet american ",0
feel sorry ,0
"rifkin no doubt fancies himself something of a hubert selby jr. , but there is n't an ounce of honest poetry in his entire script ; ",0
lifts the film high above run-of-the-filth gangster flicks ,0
buckaroo ,0
take care of my cat emerges as the very best of them ,0
"of humor , verve and fun ",0
the most part a useless movie ,0
nature and family warmth ,0
worth a ,0
does n't overcome the tumult of maudlin tragedy . ,0
most poorly staged and lit action ,0
despite auteuil 's performance ,0
cringing ,0
rich and intelligent ,0
of a golden book sprung to life ,0
need comforting fantasies about mental illness ,0
rubbo runs through a remarkable amount of material in the film 's short 90 minutes . ,0
is n't as compelling or as believable ,0
features a standout performance ,0
it feels accidental ,0
great shame ,0
that may make you hate yourself for giving in ,0
are powerful and moving without stooping to base melodrama ,0
who deserve more from a vampire pic than a few shrieky special effects ,0
does somehow manage to get you under its spell . ,0
virtually no understanding ,0
that he is an imaginative filmmaker who can see the forest for the trees ,0
notwithstanding my problem with the movie 's final half hour ,0
real shame ,0
"its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet ",0
the insinuation of mediocre acting ,0
been slimed in the name of high art ,0
the guy-in-a-dress genre ,0
is the only winner ,0
"are familiar with , and makes you care about music you may not have heard before ",0
a century and a half ago ,0
"call for prevention rather than to place blame , making it one of the best war movies ever made ",0
", and intelligent ",0
", funny and poignant ",0
the delight of discovery ,0
"thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods . ",0
struck me as unusually and unimpressively fussy and pretentious . ,0
at the future than `` bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen ,0
"once ice-t sticks his mug in the window of the couple 's bmw and begins haranguing the wife in bad stage dialogue , all credibility flies out the window . ",0
martin lawrence live ' is so self-pitying ,0
"if `` lilo & stitch '' is n't the most edgy piece of disney animation to hit the silver screen , then this first film to use a watercolor background since `` dumbo '' certainly ranks as the most original in years . ",0
are spectacular ,0
is a rambling and incoherent manifesto about the vagueness of topical excess ,0
bad movies ,0
the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes ,0
a tragic dimension and ,0
"civil disobedience , anti-war movements and the power of strong voices ",0
"is what it is -- a nice , harmless date film ",0
but what is missing from it all is a moral . ,0
a seriously bad film with seriously warped logic by writer-director kurt wimmer at the screenplay level . ,0
the filmmakers come up with nothing original in the way of slapstick sequences ,0
scrutinize ,0
awed ,0
sharply comic ,0
"dull , a road-trip movie that 's surprisingly short of both adventure and song ",0
watchable up ,0
"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , ",0
an adorably whimsical comedy ,0
fit all of pootie tang in between its punchlines ,0
"deliver awe-inspiring , at times sublime , visuals ",0
shock and amaze ,0
spectacular belly flops ,0
with lots of laughs ,0
distinguishes ,0
left thinking the only reason to make the movie is because present standards allow for plenty of nudity ,0
cant win game,0
is that it 's not as obnoxious as tom green 's freddie got fingered ,0
put a period so you don t use bad word  cunt,2
hallmark film ,0
frustrates ,0
benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth ,0
fabulously ,0
"is a distinct rarity , and an event ",0
may be the most oddly honest hollywood document of all ,0
unparalleled proportions ,0
the strain of its plot contrivances ,0
a visually compelling one ,0
"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style ",0
especially with the weak payoff ,0
a fascinating character ,0
"a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults ",0
a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over ,0
akin to a reader 's digest condensed version of the source material ,0
"there 's no conversion effort , much of the writing is genuinely witty ",0
most humane and important holocaust movies ever made . ,0
"to see another car chase , explosion or gunfight again ",0
a couple of saps stuck in an inarticulate screenplay ,0
to pull his head out of his butt ,0
"nothing but one relentlessly depressing situation after another for its entire running time , ",0
